id,open,high,low,close,volume
2911,-24.4662,-24.2721,-26.6897,-26.6081,209590
2912,-26.6081,-25.8743,-29.2399,-28.5535,118672
2913,-28.5535,-28.0706,-28.6015,-28.4068,320864
2914,-28.4068,-27.6051,-29.1268,-28.0924,293034
2915,-28.0924,-26.685,-28.2367,-26.8102,143963
2916,-26.8102,-25.6441,-27.3068,-25.8156,171985
2917,-25.8156,-24.7124,-25.9826,-24.8487,454495
2918,-24.8487,-23.3251,-25.1996,-24.2056,218801
2919,-24.2056,-23.9209,-26.5607,-26.5297,251065
2920,-26.5297,-26.2563,-28.1953,-27.9945,221227
2921,-27.9945,-27.5305,-28.4959,-27.7334,376033
2922,-27.7334,-24.1704,-28.3153,-24.7769,104161
2923,-24.7769,-24.7303,-26.8171,-26.8162,135941
2924,-26.8162,-25.9233,-28.2092,-28.1257,211936
2925,-28.1257,-27.8821,-28.2081,-28.15,411535
2926,-28.15,-27.302,-28.7286,-28.1016,209606
2927,-28.1016,-25.0929,-28.9899,-25.4111,185312
2928,-25.4111,-24.0309,-25.4115,-24.2409,339611
2929,-24.2409,-23.8802,-25.9259,-25.5438,341311
2930,-25.5438,-25.4214,-26.1526,-25.9059,162049
2931,-25.9059,-25.8026,-27.0572,-26.6271,393029
2932,-26.6271,-23.8742,-26.9648,-24.7089,439855
2933,-24.7089,-24.3004,-25.7283,-25.4765,127588
2934,-25.4765,-23.835,-25.9817,-25.0289,383885
2935,-25.0289,-24.3834,-25.2034,-24.6775,123068
2936,-24.6775,-24.2501,-25.1814,-25.1748,331390
2937,-25.1748,-23.9722,-25.5524,-24.1846,199211
2938,-24.1846,-21.7177,-24.2695,-21.8187,442412
2939,-21.8187,-21.3427,-22.3024,-21.4224,286342
2940,-21.4224,-19.9606,-21.4951,-20.0079,453734
2941,-20.0079,-15.4516,-20.4402,-16.2666,492515
2942,-16.2666,-14.7766,-16.754,-15.1603,110482
2943,-15.1603,-14.7302,-17.0733,-16.8614,456297
2944,-16.8614,-14.7904,-17.3885,-15.2967,214512
2945,-15.2967,-14.777,-17.9194,-17.0965,433385
2946,-17.0965,-16.6332,-17.4285,-16.7497,108413
2947,-16.7497,-15.6202,-16.9437,-15.747,231727
2948,-15.747,-15.2378,-15.9008,-15.4165,151800
2949,-15.4165,-13.8647,-16.0569,-14.5375,350760
2950,-14.5375,-10.3194,-14.6194,-10.9703,447612
2951,-10.9703,-10.6556,-11.6194,-10.9208,310715
2952,-10.9208,-9.7612,-10.9735,-9.8822,457706
2953,-9.8822,-9.7785,-10.3372,-10.2352,114329
2954,-10.2352,-8.4649,-10.4245,-9.3344,122848
2955,-9.3344,-8.7494,-10.6513,-10.1946,332920
2956,-10.1946,-9.787,-10.7934,-10.0551,253446
2957,-10.0551,-8.9171,-10.2951,-9.597,175687
2958,-9.597,-9.4653,-10.9376,-9.8105,201764
2959,-9.8105,-8.6716,-10.0131,-8.9116,297005
2960,-8.9116,-8.5266,-11.1705,-10.5356,204068
2961,-10.5356,-10.514,-11.549,-11.0734,484139
2962,-11.0734,-9.212,-11.3291,-9.4638,255845
2963,-9.4638,-7.6044,-9.7517,-8.0109,188163
2964,-8.0109,-3.7598,-8.5736,-5.0867,87335
2965,-5.0867,-3.4547,-6.039,-3.8944,499345
2966,-3.8944,-1.4262,-4.7948,-1.7511,149835
2967,-1.7511,0.7599,-2.1629,0.6746,118297
2968,0.6746,2.6781,0.2043,2.2894,410116
2969,2.2894,2.5643,1.0019,1.5835,218512
2970,1.5835,1.8268,0.8049,0.982,335440
2971,0.982,1.6329,-1.1474,-1.1454,473986
2972,-1.1454,-0.3825,-2.6354,-2.0069,175289
2973,-2.0069,1.8413,-2.3166,1.531,487403
2974,1.531,5.0611,1.1832,4.62,111253
2975,4.62,4.6619,4.6147,4.6569,190222
2976,4.6569,7.1778,4.3366,6.5677,481674
2977,6.5677,8.1909,5.9924,8.004,394066
2978,8.004,10.6248,6.8542,10.1946,159108
2979,10.1946,11.3856,9.9407,10.6836,425448
2980,10.6836,12.4673,10.1323,11.3057,174298
2981,11.3057,12.0674,11.2276,11.9071,118330
2982,11.9071,12.6072,8.0493,8.3094,392263
2983,8.3094,9.0739,8.2222,9.057,332845
2984,9.057,10.4269,8.9243,9.7041,184469
2985,9.7041,12.036,9.5208,11.4538,490546
2986,11.4538,12.0025,11.2102,11.6159,172446
2987,11.6159,13.1191,11.4263,13.0821,259936
2988,13.0821,13.9619,12.098,12.6182,361146
2989,12.6182,14.1255,12.5812,13.3153,498922
2990,13.3153,14.5445,12.9067,14.006,213147
2991,14.006,16.0589,13.3399,15.5179,239753
2992,15.5179,16.1653,11.4571,12.2205,176091
2993,12.2205,12.6169,12.0186,12.0249,238840
2994,12.0249,14.5479,10.8015,13.8109,87392
2995,13.8109,16.5346,13.7843,15.9972,315987
2996,15.9972,17.8672,15.7951,17.7487,401414
2997,17.7487,18.3683,16.9997,17.2531,283535
2998,17.2531,17.6909,15.7886,16.0109,320748
2999,16.0109,16.4885,13.1365,13.7641,102863
3000,13.7641,13.8057,12.7341,13.2052,352674
3001,13.2052,14.7946,12.5567,14.4971,206287
3002,14.4971,16.2629,13.5473,16.0308,308005
3003,16.0308,16.2,12.2351,12.5069,399933
3004,12.5069,12.5624,10.4616,10.5611,305118
3005,10.5611,14.3256,9.6455,14.1431,410852
3006,14.1431,16.2351,13.1785,16.1074,164081
3007,16.1074,17.0985,15.7345,16.6811,250703
3008,16.6811,17.2099,16.3299,16.4937,495939
3009,16.4937,17.379,16.0567,16.2734,296274
3010,16.2734,18.9858,15.8177,18.7648,206842
3011,18.7648,20.8069,18.4849,19.9224,327381
3012,19.9224,19.983,17.9137,18.8629,152406
3013,18.8629,19.3952,18.7376,19.1918,190815
3014,19.1918,19.5127,17.0767,17.0824,222213
3015,17.0824,17.8629,16.3309,16.8658,453101
3016,16.8658,19.0951,15.6011,19.0572,195241
3017,19.0572,20.9972,18.405,20.5716,302218
3018,20.5716,20.598,18.6886,19.3096,229087
3019,19.3096,19.6231,18.4065,18.9752,444619
3020,18.9752,20.3889,18.7547,20.0661,372149
3021,20.0661,20.1691,18.3841,18.5899,480233
3022,18.5899,19.0024,17.2966,18.2568,182260
3023,18.2568,18.3451,17.1543,17.6948,68347
3024,17.6948,18.4033,17.4687,17.6891,173204
3025,17.6891,17.7218,14.4786,14.8517,151624
3026,14.8517,15.0604,14.4542,14.7336,55588
3027,14.7336,14.8482,14.0072,14.7458,236536
3028,14.7458,15.3604,12.6862,12.8912,235545
3029,12.8912,14.5713,12.161,14.0328,490608
3030,14.0328,14.0486,10.9964,11.7794,491862
3031,11.7794,12.5352,11.0437,12.1659,471614
3032,12.1659,14.71,11.7409,14.5095,481140
3033,14.5095,17.2251,14.1344,16.4835,292223
3034,16.4835,17.4552,15.3674,16.3861,402898
3035,16.3861,16.4127,14.3309,14.6833,321841
3036,14.6833,17.34,13.9022,17.1915,340234
3037,17.1915,17.6747,12.4523,13.0902,73940
3038,13.0902,13.9448,12.6921,13.5144,246282
3039,13.5144,14.4834,12.9195,14.3945,75895
3040,14.3945,14.9732,12.8662,13.6884,116546
3041,13.6884,13.8558,13.3336,13.4598,476308
3042,13.4598,13.5699,10.7658,11.5488,270864
3043,11.5488,12.6955,10.1842,10.531,253450
3044,10.531,11.2586,10.2616,10.4406,198739
3045,10.4406,10.8747,7.4031,7.6664,292825
3046,7.6664,7.8481,6.9944,7.3891,53048
3047,7.3891,7.8905,5.4024,5.5613,489809
3048,5.5613,6.6135,5.1584,6.1498,378671
3049,6.1498,6.5257,5.3483,6.0257,130703
3050,6.0257,6.3288,3.8618,4.5192,272738
3051,4.5192,5.1404,3.903,4.993,477063
3052,4.993,5.3819,4.0101,4.3425,363386
3053,4.3425,5.5798,3.9566,5.2292,368268
3054,5.2292,6.4519,4.8239,6.0253,133054
3055,6.0253,6.2334,4.4445,5.1496,202874
3056,5.1496,5.1565,4.3491,4.9582,59180
3057,4.9582,5.8351,1.1671,1.6174,125830
3058,1.6174,2.7415,1.4783,2.1438,52097
3059,2.1438,2.2222,1.345,1.8777,436711
3060,1.8777,2.1884,0.7049,0.7937,329392
3061,0.7937,1.5505,0.2224,1.2313,460676
3062,1.2313,4.2738,0.8483,3.7447,451146
3063,3.7447,4.7352,2.7841,2.909,418547
3064,2.909,3.8119,2.8824,3.6738,291915
3065,3.6738,7.4259,3.5218,7.1161,181143
3066,7.1161,7.3,5.6462,5.9025,283319
3067,5.9025,7.6722,4.532,7.328,463999
3068,7.328,8.3902,3.7629,4.2004,296591
3069,4.2004,4.5508,2.475,2.9482,202254
3070,2.9482,4.4679,2.6718,4.222,417913
3071,4.222,5.27,3.5207,4.7988,464506
3072,4.7988,7.8068,3.7817,7.3974,368436
3073,7.3974,7.9539,6.6652,7.7606,194248
3074,7.7606,8.4051,7.3735,7.4853,289366
3075,7.4853,7.8732,5.8677,6.001,251557
3076,6.001,7.6423,4.863,7.257,241843
3077,7.257,7.3392,6.4538,6.6859,302563
3078,6.6859,7.1207,6.4142,6.7909,496529
3079,6.7909,7.9765,6.5977,7.1255,68734
3080,7.1255,7.5301,5.2419,5.3825,314361
3081,5.3825,7.2694,4.8636,6.9026,290431
3082,6.9026,7.3088,4.8742,4.9984,134707
3083,4.9984,5.5149,4.5344,5.4783,382343
3084,5.4783,5.7881,2.7159,2.7629,216870
3085,2.7629,3.8063,0.7319,1.728,451560
3086,1.728,3.9061,1.5388,3.8606,141623
3087,3.8606,5.1255,2.7364,4.4366,142713
3088,4.4366,5.1903,3.382,4.7681,52132
3089,4.7681,5.849,4.0629,4.9341,494188
3090,4.9341,5.1572,0.7321,1.1595,427004
3091,1.1595,2.0328,1.1416,1.9561,446875
3092,1.9561,4.7598,1.6531,4.1846,438684
3093,4.1846,4.4258,2.8811,3.4718,172676
3094,3.4718,3.6618,1.2973,1.7797,236137
3095,1.7797,2.8385,0.9777,1.2133,320058
3096,1.2133,1.5646,-0.7306,-0.3725,363200
3097,-0.3725,-0.1408,-2.5931,-2.4727,101875
3098,-2.4727,0.1068,-2.8065,-0.3663,132511
3099,-0.3663,0.6935,-2.0774,-2.0465,468778
3100,-2.0465,0.7161,-2.4165,0.2188,178117
3101,0.2188,0.321,-1.1121,-0.4315,447811
3102,-0.4315,2.0765,-0.6273,1.4713,274085
3103,1.4713,6.0948,1.2352,4.9157,152890
3104,4.9157,5.2148,4.6389,5.0556,393143
3105,5.0556,5.7918,4.6536,5.4429,114241
3106,5.4429,5.5616,4.2925,4.3754,470127
3107,4.3754,4.7994,4.2678,4.4776,305960
3108,4.4776,6.1827,4.3326,5.7494,477686
3109,5.7494,7.1963,5.5301,6.9774,226090
3110,6.9774,9.2684,6.6367,9.0308,78642
3111,9.0308,9.7291,8.7371,9.4283,442101
3112,9.4283,9.7687,7.9191,8.0777,287850
3113,8.0777,8.175,7.1294,7.2959,358143
3114,7.2959,7.8176,6.85,7.1815,328363
3115,7.1815,9.8803,6.9905,8.8624,96706
3116,8.8624,9.5198,8.3751,9.4696,303220
3117,9.4696,11.2577,9.2091,10.4698,332728
3118,10.4698,11.3808,10.3935,11.2003,341988
3119,11.2003,14.8151,10.9502,14.1898,327222
3120,14.1898,14.9789,12.9669,13.2251,357296
3121,13.2251,13.5241,11.6269,12.1762,463741
3122,12.1762,12.5307,11.5428,12.0515,212060
3123,12.0515,13.9277,11.4529,13.3668,499613
3124,13.3668,17.2094,13.0431,16.8562,59421
3125,16.8562,17.4039,16.0935,17.1418,293674
3126,17.1418,17.8034,16.6399,17.7303,428060
3127,17.7303,18.6821,15.1164,15.5739,380052
3128,15.5739,16.781,15.4027,16.3156,213602
3129,16.3156,16.7636,15.5633,15.62,147631
3130,15.62,15.7392,14.3091,14.6157,443122
3131,14.6157,15.2005,12.9812,13.4919,393789
3132,13.4919,14.0943,11.992,12.3839,146081
3133,12.3839,13.0238,12.1403,12.8378,424799
3134,12.8378,12.9453,11.1112,11.8018,72898
3135,11.8018,12.8108,11.5294,12.1909,282875
3136,12.1909,13.6509,11.701,13.4216,362286
3137,13.4216,13.9086,11.6232,11.7441,303513
3138,11.7441,14.4834,11.3233,14.2007,401836
3139,14.2007,15.1853,13.214,14.698,108749
3140,14.698,15.686,14.5155,15.2901,469859
3141,15.2901,15.8189,12.8946,13.4286,404133
3142,13.4286,13.4852,11.8111,11.845,438012
3143,11.845,14.9389,11.4278,14.6205,141353
3144,14.6205,17.8023,14.3397,17.5999,428305
3145,17.5999,18.4308,14.6464,15.4589,263789
3146,15.4589,15.5778,13.6532,14.0493,95674
3147,14.0493,14.4568,10.7663,11.0654,289537
3148,11.0654,12.55,10.8668,12.3339,298544
3149,12.3339,12.6058,7.7223,8.1207,489256
3150,8.1207,8.2658,4.8627,5.104,250206
3151,5.104,5.4027,4.746,5.1329,126706
3152,5.1329,6.8868,5.0375,6.1295,418078
3153,6.1295,8.213,5.6895,7.9343,486633
3154,7.9343,11.4358,7.7214,10.8251,448521
3155,10.8251,14.0249,10.5807,13.9451,185047
3156,13.9451,14.5072,13.7688,14.2839,496803
3157,14.2839,15.5706,13.8569,14.8517,370133
3158,14.8517,15.0492,14.4704,14.5363,321265
3159,14.5363,14.7037,14.1334,14.6183,126077
3160,14.6183,14.8123,13.3692,13.6318,176110
3161,13.6318,13.7742,9.2368,10.3213,73404
3162,10.3213,10.5641,9.8945,10.534,252018
3163,10.534,10.5928,10.1406,10.1406,256139
3164,10.1406,10.6948,7.3015,7.6073,108792
3165,7.6073,9.7816,7.5978,9.6863,221302
3166,9.6863,10.0899,9.1162,9.3922,66192
3167,9.3922,10.0736,7.8381,8.3001,434131
3168,8.3001,10.7312,7.8005,10.6224,203957
3169,10.6224,13.1404,10.0742,12.8607,170002
3170,12.8607,13.8191,11.7188,12.299,88157
3171,12.299,12.6777,11.3938,11.6389,414839
3172,11.6389,11.7212,11.375,11.5982,83486
3173,11.5982,11.8047,10.715,10.991,438660
3174,10.991,11.0731,8.5151,8.5201,413143
3175,8.5201,10.4499,8.1304,9.9451,442107
3176,9.9451,12.6804,9.697,11.6946,403759
3177,11.6946,12.4541,11.5998,12.2967,385728
3178,12.2967,12.4881,11.2302,11.3372,478126
3179,11.3372,14.0144,11.3202,13.993,85735
3180,13.993,14.7335,13.4382,14.4707,264219
3181,14.4707,17.3255,14.2178,15.9201,179628
3182,15.9201,16.3679,14.4331,15.328,77569
3183,15.328,15.4467,15.1789,15.3951,114751
3184,15.3951,17.5801,15.0451,16.2846,364985
3185,16.2846,16.4745,15.9411,16.1108,496391
3186,16.1108,17.7011,15.5055,17.3297,316538
3187,17.3297,17.6837,15.7811,15.8974,421010
3188,15.8974,17.4965,15.2851,17.4403,344678
3189,17.4403,18.6354,17.4354,18.5597,78252
3190,18.5597,19.0131,17.3373,18.0115,328930
3191,18.0115,18.4501,17.9396,18.2642,55399
3192,18.2642,18.2719,15.6788,15.8936,314662
3193,15.8936,17.3603,15.5777,17.1226,79645
3194,17.1226,17.1973,14.1184,15.0723,252854
3195,15.0723,15.6438,14.1392,14.9881,191063
3196,14.9881,15.3179,14.9863,14.993,314253
3197,14.993,16.4661,14.45,16.3424,465550
3198,16.3424,17.47,15.2421,16.7071,258630
3199,16.7071,18.3579,16.1844,18.0329,238818
3200,18.0329,20.2504,17.9909,19.9796,192525
3201,19.9796,22.1422,19.912,22.0967,406118
3202,22.0967,22.4073,21.8349,22.2452,316821
3203,22.2452,22.7196,22.0242,22.5154,201791
3204,22.5154,23.5494,22.4476,23.055,186584
3205,23.055,25.0497,22.9745,24.8743,375678
3206,24.8743,27.6961,24.3775,26.5893,121919
3207,26.5893,27.1399,26.4087,27.106,195477
3208,27.106,27.5148,26.9118,26.9721,155818
3209,26.9721,29.8232,26.9022,29.5088,188603
3210,29.5088,30.0136,28.9165,29.6304,357825
3211,29.6304,29.7404,28.661,28.9406,376140
3212,28.9406,30.1784,28.0053,29.8275,216305
3213,29.8275,30.3933,29.3365,30.3599,144255
3214,30.3599,31.0365,30.0363,30.8685,442343
3215,30.8685,31.8959,28.725,29.591,299748
3216,29.591,29.9876,28.9289,29.138,137469
3217,29.138,30.3759,28.2431,30.0602,153017
3218,30.0602,30.3672,26.9003,27.1029,418845
3219,27.1029,27.1432,24.824,25.4176,93012
3220,25.4176,25.6365,24.7186,25.6357,86588
3221,25.6357,25.6743,22.6256,23.6012,169703
3222,23.6012,24.4247,20.9374,21.2079,406076
3223,21.2079,21.482,20.9707,21.0712,160963
3224,21.0712,21.3696,20.3133,20.6436,421176
3225,20.6436,20.6743,19.7429,19.8055,493378
3226,19.8055,21.5999,19.4263,21.1095,420861
3227,21.1095,22.1073,18.6057,18.8128,380038
3228,18.8128,18.8428,18.0477,18.3756,409481
3229,18.3756,19.2416,17.0205,17.8383,54911
3230,17.8383,19.1468,17.5601,19.1276,61377
3231,19.1276,19.8185,17.1619,17.6541,459412
3232,17.6541,18.8709,17.0931,18.4503,299868
3233,18.4503,18.919,16.0372,16.3488,174177
3234,16.3488,17.249,15.8199,17.1,123305
3235,17.1,20.5959,16.384,19.6925,298658
3236,19.6925,22.1069,19.3731,21.8114,374225
3237,21.8114,22.0295,19.4991,19.8033,196974
3238,19.8033,19.8715,18.4928,18.6064,177309
3239,18.6064,18.8662,16.6986,16.8245,372771
3240,16.8245,16.9473,16.3501,16.484,80552
3241,16.484,18.0373,16.1436,17.5418,389596
3242,17.5418,17.9892,17.0598,17.1384,235688
3243,17.1384,17.73,16.5529,17.1477,338818
3244,17.1477,17.3781,16.4597,16.6361,420280
3245,16.6361,17.7815,15.8115,17.28,167339
3246,17.28,19.5165,16.5623,19.468,300958
3247,19.468,22.51,19.4455,22.1985,148550
3248,22.1985,22.6661,21.9124,22.6348,441717
3249,22.6348,22.6364,21.2821,21.31,58665
3250,21.31,21.3667,18.4979,19.0772,351338
3251,19.0772,19.6745,17.8126,18.4589,143976
3252,18.4589,19.0104,18.4291,18.9584,365820
3253,18.9584,19.1934,17.4652,17.7059,145750
3254,17.7059,18.788,16.9207,17.1714,384914
3255,17.1714,17.7964,16.502,16.7964,140713
3256,16.7964,17.1483,16.4535,16.7359,197176
3257,16.7359,16.9872,16.6601,16.6868,321515
3258,16.6868,17.3882,16.1993,17.0406,232560
3259,17.0406,17.3486,16.7633,17.2148,443405
3260,17.2148,17.415,14.2688,14.887,386272
3261,14.887,16.6548,14.1885,16.0053,212422
3262,16.0053,16.6661,13.9613,14.1963,305080
3263,14.1963,15.3047,13.7667,15.0514,147390
3264,15.0514,15.241,14.5524,14.9614,274816
3265,14.9614,15.745,14.0317,14.5121,389236
3266,14.5121,15.4053,14.2391,14.9027,318533
3267,14.9027,16.2355,14.7168,15.5234,98267
3268,15.5234,15.6493,15.2935,15.2937,72512
3269,15.2937,16.5199,14.7511,16.4917,377936
3270,16.4917,16.7113,16.4371,16.4918,215622
3271,16.4918,17.5467,14.0367,14.0614,175990
3272,14.0614,14.3006,12.2689,12.6144,65746
3273,12.6144,13.4083,11.4965,13.2189,492477
3274,13.2189,14.367,13.0894,14.1494,336519
3275,14.1494,16.9539,13.3027,16.6927,128561
3276,16.6927,17.3032,13.7941,14.3161,254860
3277,14.3161,16.5679,14.3006,16.0636,303453
3278,16.0636,17.088,15.7665,16.3807,146964
3279,16.3807,16.6729,14.6949,15.2127,259565
3280,15.2127,15.6192,15.1399,15.5821,453833
3281,15.5821,16.6362,12.9185,13.4795,373491
3282,13.4795,13.595,11.4483,11.8253,352059
3283,11.8253,12.8418,11.4879,12.7678,498126
3284,12.7678,13.3868,10.0506,10.2267,435649
3285,10.2267,10.5087,7.8414,8.048,384136
3286,8.048,8.0969,5.5421,5.7516,215283
3287,5.7516,7.1265,4.9982,6.5603,376789
3288,6.5603,9.2956,6.4489,8.8702,337691
3289,8.8702,9.2336,6.2272,7.2217,395290
3290,7.2217,10.7638,6.6238,10.3156,450243
3291,10.3156,10.7727,9.4182,9.6246,163940
3292,9.6246,10.3624,8.606,9.4714,340458
3293,9.4714,9.6609,7.2478,7.6928,204554
3294,7.6928,8.9336,4.1403,4.8398,115272
3295,4.8398,5.4333,3.6518,3.6837,308161
3296,3.6837,4.5611,0.6314,0.7578,421108
3297,0.7578,1.3223,-2.581,-1.4639,294798
3298,-1.4639,-0.8143,-4.6627,-4.5824,164622
3299,-4.5824,-4.2102,-8.0356,-7.9866,404475
3300,-7.9866,-7.5439,-10.2888,-10.2587,426410
3301,-10.2587,-9.4188,-13.6411,-12.7258,148582
3302,-12.7258,-12.4219,-13.5395,-13.1275,388204
3303,-13.1275,-11.0007,-14.0357,-11.4441,452855
3304,-11.4441,-10.621,-11.4601,-10.6275,407117
3305,-10.6275,-10.6207,-11.463,-11.3437,477549
3306,-11.3437,-10.8601,-11.8535,-10.8863,421354
3307,-10.8863,-10.8276,-11.582,-11.539,63993
3308,-11.539,-11.3069,-12.0607,-11.8397,399230
3309,-11.8397,-10.6405,-12.3386,-10.8062,210881
3310,-10.8062,-10.1719,-11.7248,-11.282,185096
3311,-11.282,-11.0604,-12.6641,-12.0629,265297
3312,-12.0629,-11.0838,-12.1595,-11.1936,271100
3313,-11.1936,-9.8166,-11.9554,-9.9029,437528
3314,-9.9029,-8.9879,-10.318,-9.4514,94103
3315,-9.4514,-8.8068,-11.0275,-10.2369,270638
3316,-10.2369,-6.8792,-10.2609,-7.0176,269351
3317,-7.0176,-5.2879,-7.2179,-5.6043,375925
3318,-5.6043,-5.362,-6.8777,-5.7737,254608
3319,-5.7737,-5.4021,-5.9118,-5.7803,189416
3320,-5.7803,-5.6135,-6.7878,-5.8201,147449
3321,-5.8201,-5.7818,-6.6921,-6.0027,401375
3322,-6.0027,-3.3463,-6.2163,-3.8445,275932
3323,-3.8445,-3.6673,-6.9696,-6.1011,344166
3324,-6.1011,-3.2621,-6.3011,-3.895,364197
3325,-3.895,-3.8347,-7.205,-7.1248,180628
3326,-7.1248,-6.1458,-7.335,-6.2638,119658
3327,-6.2638,-5.458,-6.317,-5.7422,399083
3328,-5.7422,-5.349,-6.7596,-5.7284,397608
3329,-5.7284,-4.7252,-6.1348,-4.8116,430492
3330,-4.8116,-2.82,-5.3491,-2.8923,365351
3331,-2.8923,-2.1805,-3.4188,-2.3024,476002
3332,-2.3024,0.0834,-2.5087,-0.4122,215004
3333,-0.4122,-0.3155,-1.2683,-0.5086,335674
3334,-0.5086,-0.0639,-1.223,-0.8721,175505
3335,-0.8721,-0.6876,-2.7008,-2.3427,476897
3336,-2.3427,-1.5593,-2.7377,-1.8763,463673
3337,-1.8763,1.2388,-2.0917,0.6737,306689
3338,0.6737,1.566,0.2065,1.2883,498434
3339,1.2883,1.5674,-0.3381,0.4685,133479
3340,0.4685,2.0963,0.1365,1.5487,154511
3341,1.5487,2.2444,1.5262,2.0307,76997
3342,2.0307,2.0887,1.5784,1.816,349660
3343,1.816,1.8502,1.4457,1.6441,464329
3344,1.6441,2.2195,0.3976,1.088,134900
3345,1.088,1.1781,-1.0052,-0.6027,335028
3346,-0.6027,1.1357,-0.8348,0.2636,115750
3347,0.2636,1.942,0.1429,1.5146,281023
3348,1.5146,2.1587,1.0323,1.0836,161180
3349,1.0836,2.1018,0.8529,1.1452,168110
3350,1.1452,2.4585,0.9505,1.9637,441800
3351,1.9637,2.148,1.4176,2.0317,225849
3352,2.0317,2.8196,-1.6459,-1.0233,386873
3353,-1.0233,0.9159,-1.2869,0.4204,340718
3354,0.4204,0.4304,-2.9143,-2.622,319540
3355,-2.622,-1.7848,-3.3414,-3.2271,79850
3356,-3.2271,-2.165,-3.7628,-3.0729,115503
3357,-3.0729,-2.7002,-4.4193,-3.9815,413065
3358,-3.9815,-2.5707,-4.1931,-2.9396,290880
3359,-2.9396,-2.5598,-4.1065,-3.5391,223742
3360,-3.5391,-3.0123,-4.6628,-4.11,362862
3361,-4.11,-1.9815,-4.4565,-2.2969,261197
3362,-2.2969,-1.8092,-4.2718,-3.958,204084
3363,-3.958,-3.8827,-6.0691,-6.0651,172063
3364,-6.0651,-4.7344,-6.6474,-4.8798,190873
3365,-4.8798,-1.557,-5.3034,-2.1652,187856
3366,-2.1652,-1.8886,-3.2615,-2.7248,235192
3367,-2.7248,-2.2017,-3.3245,-2.8623,450747
3368,-2.8623,-2.313,-5.6784,-5.0205,182756
3369,-5.0205,-4.5834,-5.9918,-5.5675,409113
3370,-5.5675,-5.2987,-6.0697,-5.9181,376066
3371,-5.9181,-3.8932,-6.1606,-4.394,423675
3372,-4.394,-1.5513,-5.0531,-1.846,273630
3373,-1.846,-1.2234,-1.9302,-1.7986,291833
3374,-1.7986,0.5426,-2.3413,0.1289,163641
3375,0.1289,3.0069,0.0887,2.8156,135017
3376,2.8156,3.8652,2.3422,2.8033,254642
3377,2.8033,4.8235,2.6936,4.7855,139635
3378,4.7855,7.2008,4.6191,6.6994,491763
3379,6.6994,7.0199,5.0987,5.2898,131497
3380,5.2898,6.3622,4.602,5.7834,74525
3381,5.7834,6.8068,5.4063,6.4766,402741
3382,6.4766,7.157,5.7781,6.1208,142201
3383,6.1208,8.0334,5.6679,7.6254,330962
3384,7.6254,7.7997,7.1031,7.7097,153719
3385,7.7097,8.1497,6.2072,6.2738,428345
3386,6.2738,8.5336,5.756,8.1658,192523
3387,8.1658,9.5656,8.0126,8.6767,327333
3388,8.6767,8.8865,7.7147,7.7764,383205
3389,7.7764,9.0081,7.553,8.9551,430422
3390,8.9551,9.1137,8.4096,9.0131,124539
3391,9.0131,9.815,8.7247,9.5022,188822
3392,9.5022,10.7881,9.1776,10.1944,224016
3393,10.1944,10.5756,9.5075,10.3517,249137
3394,10.3517,11.552,9.8603,11.5185,326773
3395,11.5185,11.9453,10.0115,10.1521,271183
3396,10.1521,13.3732,9.5617,13.2232,194936
3397,13.2232,13.2274,10.7894,11.1489,217832
3398,11.1489,11.3443,8.7579,9.4069,364517
3399,9.4069,10.0192,7.3919,7.5075,232296
3400,7.5075,8.7665,7.0931,8.7633,153902
3401,8.7633,9.0956,6.2429,7.3992,159832
3402,7.3992,8.1099,6.8801,7.9325,410045
3403,7.9325,8.2283,6.4492,6.8752,375880
3404,6.8752,8.2429,6.7583,8.0607,164716
3405,8.0607,8.7268,7.4902,8.2533,125843
3406,8.2533,8.6895,7.6498,8.2221,319597
3407,8.2221,10.1912,7.75,9.2924,392319
3408,9.2924,10.2318,8.51,9.1059,91569
3409,9.1059,9.2568,7.9253,8.9439,253895
3410,8.9439,10.8701,7.9912,10.6053,175331
3411,10.6053,11.7217,10.3765,11.54,154317
3412,11.54,13.3611,11.4504,13.2242,344579
3413,13.2242,15.2304,12.9339,14.0189,296572
3414,14.0189,15.0106,13.3054,13.6836,156310
3415,13.6836,14.3427,13.64,14.0345,95679
3416,14.0345,14.1632,13.2036,13.4897,105861
3417,13.4897,13.687,10.9741,11.0223,469467
3418,11.0223,11.0241,10.1046,10.1709,434933
3419,10.1709,10.9523,9.5834,10.3555,75582
3420,10.3555,10.6903,10.2375,10.5862,120159
3421,10.5862,13.3318,10.2563,12.5971,175674
3422,12.5971,12.6053,10.596,10.9062,99444
3423,10.9062,11.6451,10.9009,10.9303,219841
3424,10.9303,11.486,10.3696,10.3716,409477
3425,10.3716,10.8218,9.2188,9.7102,286272
3426,9.7102,10.8743,9.0346,9.3171,209270
3427,9.3171,9.807,7.4317,7.4351,285561
3428,7.4351,7.9297,4.6075,4.9316,274877
3429,4.9316,5.597,4.5441,5.2766,184298
3430,5.2766,5.6852,4.1197,4.4342,219174
3431,4.4342,4.7441,3.4919,3.5204,245991
3432,3.5204,3.9582,3.3048,3.7763,439338
3433,3.7763,5.2095,3.5251,4.4047,160021
3434,4.4047,4.7617,3.3432,3.3801,247561
3435,3.3801,3.4266,0.6949,1.7048,258484
3436,1.7048,2.5181,1.6229,2.3779,476476
